Date,NIFTY_Open,NIFTY_High,NIFTY_Low,NIFTY_Close,NIFTY_Volume,USDINR_Open,USDINR_High,USDINR_Low,USDINR_Close,USDINR_Volume,BANKNIFTY_Open,BANKNIFTY_High,BANKNIFTY_Low,BANKNIFTY_Close,BANKNIFTY_Volume,MIDCAP_Open,MIDCAP_High,MIDCAP_Low,MIDCAP_Close,MIDCAP_Volume,NIFTY_ret1d,NIFTY_ret2d,USDINR_ret1d,USDINR_ret2d,BANKNIFTY_ret1d,BANKNIFTY_ret2d,MIDCAP_ret1d,MIDCAP_ret2d,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,NIFTY_lag1,NIFTY_lag2,NIFTY_lag3,NIFTY_MA_5,NIFTY_MA_10,NIFTY_MA_20,NIFTY_MA_Cross,NIFTY_EMA_5,NIFTY_EMA_20,NIFTY_EMA_diff,NIFTY_ret3d,NIFTY_ret5d,NIFTY_ret10d,NIFTY_Momentum_10,NIFTY_STD_5,RET_std_5d,ATR_14,Bollinger_Upper,Bollinger_Lower,Bollinger_Width,NIFTY_Volume_Change_3d,NIFTY_Volume_Change_5d,NIFTY_Volume_Change,OBV,VWAP,VWAP_diff,NIFTY_vs_BANKNIFTY,NIFTY_REL,DayOfWeek,Target_ret,Target_dir
2017-01-03,8196.049805,8219.099609,8148.600098,8192.25,127300,68.13500214,68.43000031,68.03800201,68.1339035,0,18002.75,18115.05078,17830.94922,18035.59961,0,3704.350098,3723.149902,3691.449951,3719,0,0.000787974,0.01093957,0.002957397,-0.001042421,-0.007789957,0.000135818,0.015482061,0.021114165,-390705.8614,-2907400,-0.074211666,2828758.911,1549264.347,31434.92738,-6469.621242,8110.575198,43.22853504,1197.709657,8156.419971,8492.83637,7820.003572,8.249119102,0.553252501,0,0,8073.56499,8151.214941,7995.915039,1.923560441,1.264231065,1,0,7809.299805,8674.700195,8242,10.61005188,0.442512159,118.9046609,6.103343597,35.5093158,30.77861473,4.730701068,8087.941691,7978.028809,8099.664326,8064.155011,0.977132299,0.987205874,-0.010073575,0.062300198,24.97787048,-2.819873047,20.99679445,21.88745385,-0.890659396,8061.399902,7818.050049,7939.724976,7818.050049,51.49770963,12.75427265,33.55270205,30.36509375,17.53450929,7957.112549,8032.625,36,16,20,8026.939643,8397.394125,0,0,55.70258968,1,0.770205338,0.47160918,4.643895465,57.92290249,88.59368488,67.88291529,-11.40631512,97.86638471,0.119766139,0.440335233,0.381808651,0.058526582,-7.357786209,-5.920106538,-1.43767967,7930.644865,0.078797374,0.078766345,-2.420360917,8185.799805,8103.600098,8034.850098,8109.87002,8076.225,8156.419971,-46.54995117,8131.368082,8076.473615,54.89446776,0.01958965,0.025858561,0.006486901,52.79980469,77.70322133,0.004476168,76.36070033,8311.826413,8001.013528,310.8128853,0.004735596,0.025785657,0.997648903,-3009300,8186.649902,5.600097656,0.008577931,0.45422665,1,-0.000213617,0
2017-01-04,8202.650391,8218.5,8180.899902,8190.5,132400,68.26999664,68.27999878,67.93450165,68.26979828,0,18037.44922,18092.84961,17868.90039,17891,0,3730.399902,3748.75,3712.600098,3720.75,0,-0.000213617,0.000574189,0.001994525,0.004957821,-0.008017455,-0.015744957,0.000470557,0.015959902,-455496.8386,-3039800,-0.147830596,2391550.495,450124.7883,64226.41105,-6497.90407,8107.772412,41.70342788,1197.709657,8169.199976,8490.043771,7848.35618,7.854962448,0.533193761,0,0,8082.171647,8159.816618,8004.526676,1.921388807,1.197587699,1,0,7903.700195,8674.700195,8289.200195,9.437888683,0.371984182,110.7742045,5.94741486,40.12514671,32.64792112,7.477225587,8091.016683,8003.171124,8113.639045,8073.513899,1.005391216,0.985654404,0.019736812,0.065191721,24.81016275,-29.74978027,20.28484922,22.11913459,-1.834285367,8061.399902,7818.050049,7939.724976,7818.050049,69.60041269,12.19947056,32.82058164,29.702527,16.19591026,7858.249756,7982.125,32,12,20,8026.939643,8357.89861,0,0,55.6169885,0.989021212,0.996340404,0.746197949,5.444708345,60.12061848,88.05638093,87.64406699,-11.94361907,142.1110639,0.452559629,0.496997308,0.404846383,0.092150925,-7.353066413,-6.206698513,-1.1463679,7942.883782,-0.021361653,-0.021363935,-2.44120554,8192.25,8185.799805,8103.600098,8141.4,8084.83999,8169.199976,-27.79997559,8151.078722,8087.33327,63.7454512,0.010723617,0.01962565,0.010630082,86.14990234,70.2666163,0.005015021,73.8285784,8309.733208,8028.666743,281.0664652,-0.258263305,0.114478114,1.040062844,-3141700,8196.633301,-6.133300781,0.007803839,0.457800011,2,0.010170295,1
2017-01-05,8226.650391,8282.650391,8223.700195,8273.799805,159100,67.88500214,67.9905014,67.71499634,67.88549805,0,18000.75,18164.05078,17977.80078,18115.94922,0,3742.050049,3781.5,3741.149902,3779.100098,0,0.010170295,0.009954506,-0.00562914,-0.003645842,0.012573317,0.004455056,0.015682348,0.016160284,-344170.3266,-2880700,-0.090862477,3943185.985,1981383.937,190109.0278,-4879.810068,8113.892888,49.62319224,1197.709657,8172.837476,8496.67873,7848.996222,7.924818155,0.655882439,0,0,8099.20166,8176.606641,8021.79668,1.911422476,1.627822418,1,0,7903.700195,8674.700195,8289.200195,9.433688144,0.480025434,108.9118232,5.757189419,49.92927049,36.104191,13.82507949,8102.212484,8035.388428,8138.279162,8088.349892,1.005527965,0.907072628,0.098455337,0.070537493,24.53729204,-68.48737793,19.49877425,21.8307907,-2.332016454,8093.175293,7818.050049,7955.612671,7818.050049,81.78401835,12.09324954,34.82418216,28.08510285,54.20919131,7839.575073,7961.274902,28,8,20,8026.939643,8321.562737,0,0,58.85799848,1,0.996340404,0.920962049,6.979273805,64.94579029,97.66444613,91.43817065,-2.335553866,176.487174,1.650598089,0.617298598,0.447336826,0.169961772,-5.776125714,-6.120583953,0.344458239,7983.785235,1.017029543,1.011892597,-1.449003779,8190.5,8192.25,8185.799805,8189.189941,8103.97998,8172.837476,16.35246582,8191.985749,8105.091988,86.89376133,0.010750324,0.029739162,0.023681073,191.3999023,60.22255299,0.005167421,73.44642857,8293.282582,8052.39237,240.890212,0.246865204,0.255722178,1.201661631,-2982600,8260.05013,13.74967448,-0.002403022,0.456713568,3,-0.003625904,0
2017-01-06,8281.849609,8306.849609,8233.25,8243.799805,139400,67.73799896,68.10199738,67.73349762,67.73300171,0,18168.44922,18325.5,18157.30078,18264,0,3792.699951,3809.550049,3760.899902,3766.699951,0,-0.003625904,0.006507515,-0.002246376,-0.00786287,0.0081724,0.020848471,-0.003281243,0.012349648,-443606.9956,-3020100,-0.073279744,2782445.13,890930.7539,349009.9134,-5385.261022,8119.55657,58.07701076,1193.366877,8176.524976,8501.831513,7851.218438,7.957085401,0.603402209,0,0,8117.761654,8196.596615,8038.926693,1.942283213,1.299379803,1,0,7903.700195,8674.700195,8289.200195,9.429433681,0.441114928,105.3806018,5.536666372,54.64840712,39.81303422,14.8353729,8113.833293,8068.332651,8154.513107,8099.8647,1.055213147,0.878390105,0.176823043,0.07641968,24.36717416,-94.12507324,18.24211195,21.28606304,-3.043951086,8105.274902,7818.050049,7961.662476,7818.050049,90.89200918,12.14700856,34.73717555,26.82852243,51.38676679,7802.200073,7849.75,24,4,20,7903.700195,8321.562737,1,0,57.23692809,0.851989067,0.947003426,0.979894745,7.926524649,57.40134018,84.36068552,90.02717086,-15.63931448,212.165974,1.720677233,0.674682963,0.492806053,0.18187691,-5.566792776,-6.009825718,0.443032942,8012.494427,-0.362590354,-0.363249306,-1.806340185,8273.799805,8190.5,8192.25,8217.229883,8122.22998,8176.524976,40.70490723,8209.257101,8118.302256,90.95484486,0.006292509,0.017300916,0.022639029,182.5,39.4729268,0.006335289,71.27852958,8255.470829,8097.579122,157.8917072,0.09505106,-0.219047619,0.876178504,-3122000,8261.299805,-17.5,-0.011798303,0.451368802,4,-0.0009401,0
2017-01-09,8259.349609,8263,8227.75,8236.049805,99100,68.13259888,68.27300262,68.08999634,68.14260101,0,18314.25,18373.09961,18256.15039,18286.65039,0,3775.300049,3782.399902,3754.5,3780.050049,0,-0.0009401,-0.004562595,0.006047263,0.003787303,0.001240166,0.009422701,0.003544242,0.00025137,-496039.725,-3119200,-0.147935536,2275235.111,-877686.0396,323917.1915,-5478.424977,8123.016228,61.37603757,1192.244992,8155.012476,8393.142602,7916.882349,5.840092269,0.670153458,0,0,8142.304964,8216.514925,8068.095003,1.822824403,1.131618986,1,0,7903.700195,8598.450195,8251.075195,8.519300272,0.478372953,98.3675416,5.29430849,57.1047289,43.27137316,13.83335574,8126.637451,8107.767259,8167.057214,8109.952486,1.045560367,0.873336579,0.172223788,0.082062842,24.19688933,-93.7126709,16.03015101,20.71399238,-4.683841371,8105.274902,7818.050049,7961.662476,7818.050049,95.44600459,12.15006009,33.95362201,26.57530881,64.76050434,7686.075073,7741.125,20,0,20,7911.763184,8321.562737,0,0,56.8016941,0.812250269,0.888079779,0.94380787,8.639712085,60.4428281,82.43832132,88.15448433,-17.56167868,223.6770077,1.901043059,0.704131485,0.535071139,0.169060346,-7.638182922,-6.335497159,-1.302685763,8074.127938,-0.094010046,-0.094054263,-1.89865209,8243.799805,8273.799805,8190.5,8227.279883,8147.924951,8155.012476,72.26740723,8218.188002,8129.516308,88.67169382,0.005561297,0.006138679,0.032202843,256.949707,35.68534345,0.005255884,70.13567243,8226.383162,8083.641789,142.7413738,-0.251510574,-0.223354232,0.710903874,-3221100,8242.266602,-6.216796875,-0.002180266,0.450385917,0,0.006380462,1
2017-01-10,8262.700195,8293.799805,8261,8288.599609,142900,68.0943985,68.26399994,67.97799683,68.09700012,0,18351.44922,18441.15039,18275.75,18409.59961,0,3796.100098,3800.899902,3773.75,3793.899902,0,0.006380462,0.005434363,-0.000669198,0.005374019,0.006723441,0.007971945,0.003663934,0.007221162,-398451.4528,-2976300,-0.057021554,3022968.251,735066.8594,475079.3008,-4566.656925,8135.951036,67.9640143,1192.244992,8143.154956,8322.66372,7963.646193,4.408825926,0.905118532,0,0,8172.071615,8241.506527,8102.636702,1.699322164,1.339116744,1,0,7903.700195,8306.849609,8105.274902,4.950776649,0.954731424,94.30578744,5.002639038,62.5704386,47.13118625,15.43925235,8145.579102,8158.459548,8185.756044,8123.185606,1.090086393,0.785384773,0.30470162,0.088413391,24.04409665,-164.0548584,17.18223366,20.1134664,-2.931232742,8163.824707,8189.550049,8176.687378,7818.050049,97.72300229,12.36538144,34.69534687,25.55816718,119.7015709,7593.799927,7648.849854,16,0,16,7919.664912,8321.562737,0,0,59.07416397,1,0.888079779,0.907720994,9.833932065,60.55832066,95.47314237,87.42404974,-4.526857627,236.1708453,2.81964212,0.770269715,0.582110855,0.18815886,-6.696286212,-6.407654969,-0.288631242,8137.152712,0.638046223,0.636019325,-1.272720145,8236.049805,8243.799805,8273.799805,8246.549805,8178.209912,8143.154956,103.3948486,8241.658538,8144.667099,96.99143895,0.001788755,0.011761068,0.037923753,302.8496094,37.98072432,0.005712046,69.78923689,8219.116405,8067.193507,151.9228973,-0.101822753,0.122545169,1.4419778,-3078200,8281.133138,7.466471354,-0.000342979,0.450232476,1,0.01110571,1
2017-01-11,8327.799805,8389,8322.25,8380.650391,186500,68.31500244,68.49299622,68.16799927,68.31800079,0,18535.34961,18889.44922,18515.25,18830,0,3811.600098,3863.149902,3810.550049,3855.699951,0,0.01110571,0.017557032,0.00324538,0.002574011,0.022835933,0.029712911,0.01628932,0.020012937,-258609.195,-2789800,0.015078045,5043611.459,2799745.452,744388.0986,-2495.442062,8161.32887,75.6897719,1192.244992,8153.647485,8360.797171,7946.4978,5.081153826,1.047919985,1,0,8209.094954,8271.109896,8147.080013,1.510883764,1.88317825,1,0,7903.700195,8389,8146.350098,5.951935076,0.982794946,94.91524776,4.667321196,73.48271862,52.40149272,21.0812259,8179.041626,8182.376878,8215.73979,8142.257071,1.14114918,0.719972964,0.421176216,0.097017115,23.85705384,-167.8974854,20.51935132,19.92511406,0.594237261,8204.899902,8242,8223.449951,7818.050049,98.86150115,13.17941744,38.71576355,23.8491585,167.5191302,7593.799927,7648.849854,12,0,12,7927.408606,8321.562737,0,0,62.76886073,1,0.937416756,0.904525438,11.88801701,62.91869982,98.27949459,92.06365276,-1.720505406,259.0051183,5.032526075,0.902485858,0.646185855,0.256300003,-3.429003594,-5.811924694,2.382921101,8212.212756,1.110570972,1.104449414,-0.176283634,8288.599609,8236.049805,8243.799805,8284.579883,8212.989941,8153.647485,130.9323975,8287.989156,8167.141698,120.8474573,0.016600426,0.023215969,0.043297247,347.800293,57.83617815,0.006612092,70.1749442,8269.319842,8037.975129,231.3447126,0.337876614,0.408610272,1.305108467,-2891700,8363.966797,16.68359375,-0.011730224,0.44506906,2,0.003167989,1
2017-01-12,8391.049805,8417.200195,8382.299805,8407.200195,172600,68.13999939,68.18800354,67.94999695,68.13999939,0,18885.44922,18966.30078,18805.84961,18873.94922,0,3866.699951,3878.350098,3832.899902,3852.149902,0,0.003167989,0.014308881,-0.002605483,0.000631441,0.002334,0.025223232,-0.000920727,0.015353594,-184919.2627,-2617200,-0.011141577,4977737.863,892224.6445,844158.3385,-1948.647234,8187.98009,82.6064934,1196.022011,8162.917505,8396.361517,7929.473493,5.719621986,1.023214728,1,0,8243.858301,8302.148291,8185.568311,1.414143429,1.901114444,1,0,7903.700195,8417.200195,8160.450195,6.290643017,0.980525803,89.07870345,4.278176807,83.312749,58.58374398,24.72900503,8214.162476,8200.542274,8245.195237,8161.882488,1.207145994,0.675638357,0.531507636,0.107197566,23.72675615,-130.0674072,24.72616567,20.06273165,4.663434022,8265.975098,8289.200195,8277.587646,7818.050049,99.43075057,14.10584211,39.69771791,23.23992521,171.5546669,7572.574951,7648.849854,8,56,-48,7945.872262,8321.562737,0,0,63.78439713,1,1,0.941832178,13.92623138,64.93818917,98.05258033,97.26840577,-1.947419669,276.1994758,5.277528038,1.020754086,0.721099501,0.299654585,-1.655976002,-4.980734956,3.324758953,8273.63892,0.316798857,0.316298107,0.139956759,8380.650391,8288.599609,8236.049805,8311.259961,8250.224951,8162.917505,148.3424561,8327.726169,8190.004412,137.7217565,0.020780641,0.016123232,0.046341885,372.3500977,78.64555315,0.005838417,68.43212891,8320.208611,8005.626399,314.5822126,0.741675076,0.084852294,0.925469169,-2719100,8402.233398,4.966796875,0.000833989,0.445439378,3,-0.000814847,0
2017-01-13,8457.650391,8461.049805,8373.150391,8400.349609,185300,68.12999725,68.26999664,68.06999969,68.12950134,0,18949.69922,18952.25,18781.25,18912.09961,0,3866,3872.300049,3823.75,3837.699951,0,-0.000814847,0.00235056,-0.000154066,-0.002759148,0.002021325,0.004360043,-0.003751139,-0.004668413,-255542.3838,-2802500,-0.012390111,4085287.658,823023.9708,1269513.938,-2099.638473,8220.082198,89.11571422,1196.022011,8173.812476,8429.194153,7918.430799,6.248777487,0.9435266,0,0,8277.159961,8335.209863,8219.110059,1.402652664,1.561066802,1,0,7903.700195,8461.049805,8182.375,6.818722732,0.891091347,88.96077451,3.716448234,89.51842123,64.77067943,24.7477418,8244.787435,8208.207651,8269.06514,8179.546719,1.283990732,0.584117295,0.699873436,0.117601545,23.67398371,-138.9623779,28.29147588,20.64132305,7.650152836,8304.824951,8289.200195,8297.012573,7818.050049,99.71537529,15.22893524,40.32995494,21.79778173,151.968376,7623.449951,7648.849854,4,52,-48,7974.151938,8321.562737,0,0,63.30458041,0.969340951,0.989780317,0.975732358,15.55354158,62.33664209,89.10913468,95.14706987,-10.89086532,283.4904153,4.57495792,1.094417873,0.795763176,0.298654697,0.384952961,-3.907597372,4.292550333,8308.342572,-0.081484749,-0.081517965,0.058357967,8407.200195,8380.650391,8288.599609,8342.569922,8279.899902,8173.812476,168.7574463,8351.933982,8210.037288,141.8966941,0.013482374,0.018990006,0.036619466,296.7495117,76.19878055,0.005103797,68.88922991,8326.210037,8021.414914,304.7951222,0.296710987,0.329268293,1.073580533,-2904400,8411.516602,-11.16699219,-0.002836173,0.444178583,4,0.001482104,1
2017-01-16,8390.950195,8426.700195,8374.400391,8412.799805,124100,68.15779877,68.26999664,68.05999756,68.15779877,0,18899.69922,19134.5,18865.25,19096.44922,0,3831.100098,3856.399902,3814.100098,3853.100098,0,0.001482104,0.000666049,0.000415348,0.000261218,0.009747707,0.011788736,0.004012858,0.000246666,-197409.6847,-2678400,0.033034881,3722399.312,-697462.9756,1328068.745,-1915.709314,8245.953011,88.83612301,1197.79464,8186.772461,8462.252472,7911.29245,6.729880736,0.91024273,0,0,8301.038314,8356.093197,8245.983431,1.326457745,1.515000715,1,0,7903.700195,8461.049805,8182.375,6.807928424,0.913429562,85.29467753,3.067116878,94.35344017,70.68723158,23.66620859,8276.283244,8217.544189,8291.178166,8196.824726,1.314902822,0.582916893,0.73198593,0.127761111,23.68176017,-83.17236328,32.98320978,21.97314697,11.01006281,8320.974854,8289.200195,8305.087524,7818.050049,99.85768764,16.27180743,38.78766457,20.96419516,126.3881746,7631.174805,7648.849854,0,48,-48,8013.103767,8321.562737,0,0,63.8370054,1,0.989780317,0.993186878,17.09383351,59.81362173,91.34295616,92.83489039,-8.657043835,288.7534007,4.703880003,1.151097447,0.86683003,0.284267417,-1.23319283,-3.372716464,2.139523634,8333.634685,0.148210442,0.148100719,0.206654902,8400.349609,8407.200195,8380.650391,8377.919922,8302.599902,8186.772461,191.1474609,8372.22259,8229.348004,142.8745857,0.003836148,0.021460531,0.027730949,227,51.38726789,0.004637437,66.87133789,8289.546997,8083.997925,205.5490715,-0.33458445,0.252270434,0.669724771,-2780300,8404.633464,8.166341146,-0.008265603,0.440542622,0,-0.001759201,0
